,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item,emp_name,salary
30,2019-01-04,2.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
31,2019-01-06,4.75,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
32,2019-01-07,2.67,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
33,2019-01-07,1.25,Lunch Break,,,,,,EMP_8,1
34,2019-01-07,1.0,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
35,2019-01-07,0.25,Rest Break,,,,,,EMP_8,1
36,2019-01-07,1.92,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
37,2019-01-07,2.92,Lunch Break,,,,,,EMP_8,1
38,2019-01-07,4.0,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
39,2019-01-08,2.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
40,2019-01-08,0.42,Lunch Break,,,,,,EMP_8,1
41,2019-01-08,0.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
42,2019-01-09,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_8,1
43,2019-01-09,1.0,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
44,2019-01-09,0.25,Rest Break,,,,,,EMP_8,1
45,2019-01-09,2.58,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
46,2019-01-09,0.83,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
47,2019-01-09,0.65,Lunch Break,,,,,,EMP_8,1
48,2019-01-09,0.51,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
49,2019-01-09,0.08,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Project Coordination,Yes,Nonresidential,CA Phase,EMP_8,1
50,2019-01-09,1.17,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead,EMP_8,1
51,2019-01-09,2.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
52,2019-01-09,0.33,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,T31816: Jetpack,Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_8,1
53,2019-01-10,0.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead,EMP_8,1
54,2019-01-10,0.75,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
55,2019-01-10,0.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
56,2019-01-10,0.25,BDE Architecture Inc.,17404 YBI San Francisco,Meeting,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
57,2019-01-10,0.25,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Peer Review/Education,Yes,Nonresidential,Extra Services,EMP_8,1
58,2019-01-10,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
59,2019-01-10,1.33,Lunch Break,,,,,,EMP_8,1
60,2019-01-10,2.83,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
61,2019-01-10,0.42,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
62,2019-01-10,0.33,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
63,2019-01-10,1.17,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
64,2019-01-10,0.25,Rest Break,,,,,,EMP_8,1
65,2019-01-10,6.17,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
66,2019-01-11,0.92,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Develop Report,Yes,Nonresidential,Extra Services,EMP_8,1
67,2019-01-11,0.92,"RYS Architects, Inc.",15216 Moffett Gateway Hotel,Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
68,2019-01-11,0.25,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead,EMP_8,1
69,2019-01-11,1.33,Lunch Break,,,,,,EMP_8,1
70,2019-01-11,1.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
71,2019-01-11,0.25,BDE Architecture Inc.,17048-MKC W12,Project Coordination,Yes,Nonresidential,CA Phase,EMP_8,1
72,2019-01-11,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
73,2019-01-11,1.58,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
74,2019-01-14,4.33,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
75,2019-01-14,0.58,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Meeting,No,Nonresidential,Extra Services,EMP_8,1
76,2019-01-14,0.58,Lunch Break,,,,,,EMP_8,1
77,2019-01-14,2.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
78,2019-01-14,0.58,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
79,2019-01-14,1.75,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
80,2019-01-14,1.42,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
81,2019-01-14,0.75,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
82,2019-01-15,0.83,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
83,2019-01-15,1.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
84,2019-01-15,0.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
85,2019-01-15,1.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
86,2019-01-15,0.33,Lunch Break,,,,,,EMP_8,1
87,2019-01-15,1.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
88,2019-01-16,1.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
89,2019-01-16,1.42,Greystar,17232 Kifer Road [BDE],Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
90,2019-01-16,0.33,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
91,2019-01-16,0.58,Greystar,17232 Kifer Road [BDE],Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
92,2019-01-16,0.5,Lunch Break,,,,,,EMP_8,1
93,2019-01-16,1.83,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
94,2019-01-16,1.75,Robert Fukuda Architect,19018 - Chapman Street Lighting,Project Coordination,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
95,2019-01-16,0.25,Rest Break,,,,,,EMP_8,1
96,2019-01-16,0.5,Robert Fukuda Architect,19018 - Chapman Street Lighting,Project Coordination,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
97,2019-01-16,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
98,2019-01-16,0.17,"RYS Architects, Inc.",15216 Moffett Gateway Hotel,Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
99,2019-01-16,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
100,2019-01-16,0.58,DM Development,17006-MKC 2465 VAN NESS,Revision,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
101,2019-01-17,1.33,BDE Architecture Inc.,17404 YBI San Francisco,Meeting,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
102,2019-01-17,1.65,Lunch Break,,,,,,EMP_8,1
103,2019-01-17,0.6,Robert Fukuda Architect,19018 - Chapman Street Lighting,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
104,2019-01-17,0.83,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
105,2019-01-17,0.58,BDE Architecture Inc.,17404 YBI San Francisco,Meeting,No,Nonresidential,Meetings,EMP_8,1
106,2019-01-17,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
107,2019-01-18,0.25,Robert Fukuda Architect,19018 - Chapman Street Lighting,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
108,2019-01-18,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
109,2019-01-18,1.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
110,2019-01-18,0.33,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
111,2019-01-18,1.83,Lunch Break,,,,,,EMP_8,1
112,2019-01-18,1.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
113,2019-01-18,0.58,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,EMP_8,1
114,2019-01-18,0.42,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
115,2019-01-18,0.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
116,2019-01-18,2.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
117,2019-01-21,8.0,Holiday,,,,,,EMP_8,1
118,2019-01-22,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
119,2019-01-22,0.58,DM Development,"17076 - Octavia Blvd. Parcel T, SF",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
120,2019-01-22,0.25,Rest Break,,,,,,EMP_8,1
121,2019-01-22,0.5,DM Development,"17076 - Octavia Blvd. Parcel T, SF",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
122,2019-01-22,0.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
123,2019-01-22,0.5,Lunch Break,,,,,,EMP_8,1
124,2019-01-22,0.42,DM Development,17006-MKC 2465 VAN NESS,Meeting,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
125,2019-01-22,1.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
126,2019-01-23,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
127,2019-01-23,0.33,DM Development,"17076 - Octavia Blvd. Parcel T, SF",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
128,2019-01-23,1.0,BDE Architecture Inc.,17049-MKC 1850 Bryant Street,Meeting,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
129,2019-01-23,2.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
130,2019-01-23,1.08,Lunch Break,,,,,,EMP_8,1
131,2019-01-23,0.75,DM Development,"17076 - Octavia Blvd. Parcel T, SF",Develop Report,Yes,Nonresidential,Extra Services,EMP_8,1
132,2019-01-23,1.25,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
133,2019-01-23,1.42,Lunch Break,,,,,,EMP_8,1
134,2019-01-23,0.92,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead,EMP_8,1
135,2019-01-24,0.58,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
136,2019-01-24,0.5,Lunch Break,,,,,,EMP_8,1
137,2019-01-24,1.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
138,2019-01-24,0.25,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,EMP_8,1
139,2019-01-24,0.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
140,2019-01-24,0.42,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
141,2019-01-24,1.0,BDE Architecture Inc.,17049-MKC 1850 Bryant Street,Project Coordination,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
142,2019-01-24,1.42,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_8,1
143,2019-01-25,1.58,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
144,2019-01-25,1.58,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_8,1
145,2019-01-25,0.42,Lunch Break,,,,,,EMP_8,1
146,2019-01-25,0.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_8,1
147,2019-01-25,1.92,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
148,2019-01-25,0.17,Lunch Break,,,,,,EMP_8,1
149,2019-01-25,3.67,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
150,2019-01-28,0.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
151,2019-01-28,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
152,2019-01-28,0.67,"International Parking Design, Inc",19028 WCTV Phase 1 Sign Lighting,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
153,2019-01-28,0.75,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
154,2019-01-28,0.25,BDE Architecture Inc.,17404 YBI San Francisco,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
155,2019-01-28,0.25,"International Parking Design, Inc",19028 WCTV Phase 1 Sign Lighting,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
156,2019-01-29,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
157,2019-01-29,1.83,Thomas Dolan Architecture,18388- 62ND street,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
158,2019-01-29,1.08,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
159,2019-01-29,0.0,Thomas Dolan Architecture,18388- 62ND street,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
160,2019-01-29,0.25,Rest Break,,,,,,EMP_8,1
161,2019-01-29,1.17,Thomas Dolan Architecture,18388- 62ND street,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
162,2019-01-30,1.0,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,EMP_8,1
163,2019-01-30,0.5,"International Parking Design, Inc",19028 WCTV Phase 1 Sign Lighting,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
164,2019-01-30,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
165,2019-01-30,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
166,2019-01-30,1.58,Lunch Break,,,,,,EMP_8,1
167,2019-01-30,0.92,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
168,2019-01-30,0.25,Rest Break,,,,,,EMP_8,1
169,2019-01-30,2.75,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
170,2019-01-30,0.08,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead,EMP_8,1
171,2019-01-31,0.33,Thomas Dolan Architecture,18388- 62ND street,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
172,2019-01-31,0.58,BDE Architecture Inc.,18267 Flower Mart Multi-family,Meeting,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
173,2019-01-31,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
174,2019-01-31,0.33,Rest Break,,,,,,EMP_8,1
175,2019-01-31,2.33,Thomas Dolan Architecture,18388- 62ND street,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services,EMP_8,1
176,2019-02-01,0.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead,EMP_8,1
177,2019-02-01,1.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
178,2019-02-01,0.25,"RYS Architects, Inc.",15216 Moffett Gateway Hotel,Project Coordination,Yes,Nonresidential,Beyond Code,EMP_8,1
179,2019-02-01,1.25,Lunch Break,,,,,,EMP_8,1
180,2019-02-01,2.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
181,2019-02-01,0.33,Rest Break,,,,,,EMP_8,1
182,2019-02-01,3.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
183,2019-02-04,1.08,BDE Architecture Inc.,17049-MKC 1850 Bryant Street,Project Coordination,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
184,2019-02-04,0.67,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
185,2019-02-04,1.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
186,2019-02-04,0.25,Rest Break,,,,,,EMP_8,1
187,2019-02-04,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
188,2019-02-04,0.67,Greystar,17232 Kifer Road [BDE],Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
189,2019-02-04,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
190,2019-02-05,5.0,Vacation,,,,,,EMP_8,1
191,2019-02-06,7.5,Vacation,,,,,,EMP_8,1
192,2019-02-06,0.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
193,2019-02-07,0.92,"RYS Architects, Inc.",15216 Moffett Gateway Hotel,Meeting,Yes,Nonresidential,LEED Hourly Services,EMP_8,1
194,2019-02-07,2.08,BDE Architecture Inc.,18267 Flower Mart Multi-family,Meeting,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
195,2019-02-08,1.75,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T41804: 2022 Multifamily Review,Yes,Utilities:PG&E,Task 4 - Future Code Work,EMP_8,1
196,2019-02-08,4.0,Vacation,,,,,,EMP_8,1
197,2019-02-08,1.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
198,2019-02-08,1.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
199,2019-02-12,1.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
200,2019-02-12,0.5,Lunch Break,,,,,,EMP_8,1
201,2019-02-12,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
202,2019-02-12,1.42,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
203,2019-02-12,0.67,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
204,2019-02-12,0.08,Greystar,17232 Kifer Road [BDE],Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
205,2019-02-12,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
206,2019-02-12,0.17,DM Development,17006-MKC 2465 VAN NESS,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
207,2019-02-13,0.92,Gabel Energy,,Gabel: Peer Review,No,Overhead,Overhead,EMP_8,1
208,2019-02-13,0.83,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
209,2019-02-13,1.17,Lunch Break,,,,,,EMP_8,1
210,2019-02-13,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
211,2019-02-13,0.83,DM Development,"17076 - Octavia Blvd. Parcel T, SF",Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
212,2019-02-13,0.92,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
213,2019-02-13,1.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
214,2019-02-13,0.92,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
215,2019-02-13,0.25,Greystar,17232 Kifer Road [BDE],Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
216,2019-02-13,0.25,Rest Break,,,,,,EMP_8,1
217,2019-02-13,0.25,Greystar,17232 Kifer Road [BDE],Develop Report,Yes,Nonresidential,CA Phase,EMP_8,1
218,2019-02-13,1.67,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
219,2019-02-14,1.25,BDE Architecture Inc.,14129-MKC7 Acheson Commons-Building D,Meeting,Yes,Nonresidential,CA Phase,EMP_8,1
220,2019-02-14,0.75,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
221,2019-02-14,2.92,Lunch Break,,,,,,EMP_8,1
222,2019-02-14,0.0,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
223,2019-02-15,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:PG&E,Task 3 - Compliance Improvement,EMP_8,1
224,2019-02-15,2.0,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
225,2019-02-15,2.42,Lunch Break,,,,,,EMP_8,1
226,2019-02-15,3.08,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead,EMP_8,1
227,2019-02-15,0.25,"RYS Architects, Inc.",15216 Moffett Gateway Hotel,Develop Report,Yes,Nonresidential,LEED Hourly Services,EMP_8,1
228,2019-02-18,8.0,Holiday,,,,,,EMP_8,1
229,2019-02-19,1.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
230,2019-02-19,0.58,Lunch Break,,,,,,EMP_8,1
231,2019-02-19,1.0,BDE Architecture Inc.,17404 YBI San Francisco,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
232,2019-02-19,0.92,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead,EMP_8,1
233,2019-02-19,0.17,BDE Architecture Inc.,17404 YBI San Francisco,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
234,2019-02-19,0.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead,EMP_8,1
235,2019-02-19,0.08,BDE Architecture Inc.,17404 YBI San Francisco,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
236,2019-02-19,1.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
237,2019-02-20,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
238,2019-02-20,0.25,BDE Architecture Inc.,17404 YBI San Francisco,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
239,2019-02-20,0.75,BDE Architecture Inc.,17404 YBI San Francisco,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
240,2019-02-20,0.67,BDE Architecture Inc.,17404 YBI San Francisco,Develop Report,No,Nonresidential,Energy Code Compliance Work,EMP_8,1
241,2019-02-20,0.58,Gabel Energy,,Gabel: Email,No,Overhead,Overhead,EMP_8,1
